[run number];breeding-habitat-number;feeding-habitat-number;percent-specialized-bees;breeding-habitat-size;max-distance-breed;max-distance-feed;feeding-habitat-size;bee-number;min-distance-breed;min-distance-feed;[step];count specialized-bees;count bees - count specialized-bees;count bees;count crops;count wildflowers;count flowers with [color = cyan];count flowers;sum [seeds] of crops;count agriculture;count feeding-habitat;count breeding-habitat
1283;3;5;0.5;1;1;1;5;10;3;3;2199;6;29;35;24969;981;941;25950;1828;2498;100;3
1286;3;5;0.5;1;1;1;5;10;3;5;2199;9;23;32;24970;990;963;25960;1608;2498;100;3
1288;3;5;0.5;1;1;1;5;10;5;1;2199;12;23;35;24711;1210;1143;25921;1362;2473;125;3
1290;3;5;0.5;1;1;1;5;10;5;1;2199;8;18;26;24710;973;948;25683;1150;2473;125;3
1287;3;5;0.5;1;1;1;5;10;3;5;2199;7;30;37;24713;1244;1208;25957;1985;2473;125;3
1291;3;5;0.5;1;1;1;5;10;5;3;2199;7;32;39;24693;1214;1065;25907;2151;2473;125;3
1297;3;5;0.5;3;1;1;1;10;1;1;2199;0;7;7;25681;42;40;25723;489;2569;5;27
1295;3;5;0.5;1;1;1;5;10;5;5;2199;0;35;35;24712;1182;1036;25894;2409;2473;125;3
1300;3;5;0.5;3;1;1;1;10;1;3;2199;0;4;4;25675;50;47;25725;290;2569;5;27
1298;3;5;0.5;3;1;1;1;10;1;1;2199;0;8;8;25661;49;38;25710;553;2569;5;27
1299;3;5;0.5;3;1;1;1;10;1;1;2199;0;5;5;25668;40;36;25708;365;2569;5;27
1293;3;5;0.5;1;1;1;5;10;5;3;2199;9;25;34;24702;1219;1126;25921;1647;2473;125;3
1292;3;5;0.5;1;1;1;5;10;5;3;2199;15;24;39;24720;1071;1032;25791;1563;2473;125;3
1294;3;5;0.5;1;1;1;5;10;5;5;2199;15;23;38;24716;1239;1203;25955;1646;2473;125;3
1302;3;5;0.5;3;1;1;1;10;1;3;2199;0;2;2;25681;50;50;25731;134;2569;5;27
1301;3;5;0.5;3;1;1;1;10;1;3;2199;0;6;6;25669;36;21;25705;418;2569;5;27
1303;3;5;0.5;3;1;1;1;10;1;5;2199;0;6;6;25662;40;39;25702;467;2569;5;27
1296;3;5;0.5;1;1;1;5;10;5;5;2199;10;23;33;24705;1200;1156;25905;1642;2473;125;3
1304;3;5;0.5;3;1;1;1;10;1;5;2199;0;2;2;25685;40;37;25725;140;2570;4;27
1306;3;5;0.5;3;1;1;1;10;3;1;2199;0;3;3;25659;37;36;25696;211;2569;5;27
1305;3;5;0.5;3;1;1;1;10;1;5;2199;0;1;1;25673;42;42;25715;71;2569;5;27
1308;3;5;0.5;3;1;1;1;10;3;1;2199;0;3;3;25664;49;40;25713;233;2569;5;27
1307;3;5;0.5;3;1;1;1;10;3;1;2199;0;3;3;25675;42;28;25717;239;2569;5;27
1311;3;5;0.5;3;1;1;1;10;3;3;2199;0;7;7;25660;50;48;25710;525;2569;5;27
1310;3;5;0.5;3;1;1;1;10;3;3;2199;0;6;6;25656;50;42;25706;434;2569;5;27
1309;3;5;0.5;3;1;1;1;10;3;3;2199;0;12;12;25678;50;43;25728;860;2569;5;27
1312;3;5;0.5;3;1;1;1;10;3;5;2199;0;5;5;25668;39;24;25707;332;2569;5;27
1313;3;5;0.5;3;1;1;1;10;3;5;2199;0;8;8;25680;50;48;25730;574;2569;5;27
1317;3;5;0.5;3;1;1;1;10;5;1;2199;0;1;1;25674;33;30;25707;60;2569;5;27
1315;3;5;0.5;3;1;1;1;10;5;1;2199;0;2;2;25707;10;10;25717;163;2573;1;27
1314;3;5;0.5;3;1;1;1;10;3;5;2199;0;10;10;25672;48;40;25720;702;2569;5;27
1318;3;5;0.5;3;1;1;1;10;5;3;2199;0;5;5;25697;20;19;25717;350;2572;2;27
1316;3;5;0.5;3;1;1;1;10;5;1;2199;0;12;12;25687;30;29;25717;913;2571;3;27
1319;3;5;0.5;3;1;1;1;10;5;3;2199;0;9;9;25702;20;20;25722;637;2572;2;27
1320;3;5;0.5;3;1;1;1;10;5;3;2199;0;5;5;25683;40;30;25723;356;2570;4;27
1321;3;5;0.5;3;1;1;1;10;5;5;2199;0;10;10;25681;40;40;25721;738;2570;4;27
1322;3;5;0.5;3;1;1;1;10;5;5;2199;0;6;6;25672;47;33;25719;435;2569;5;27
1323;3;5;0.5;3;1;1;1;10;5;5;2199;0;11;11;25668;31;31;25699;795;2569;5;27
1326;3;5;0.5;3;1;1;3;10;1;1;2199;0;11;11;25274;343;313;25617;707;2529;45;27
1325;3;5;0.5;3;1;1;3;10;1;1;2199;4;30;34;25263;450;429;25713;1956;2529;45;27
1328;3;5;0.5;3;1;1;3;10;1;3;2199;17;45;62;25275;450;416;25725;3134;2529;45;27
1334;3;5;0.5;3;1;1;3;10;3;1;2199;0;35;35;25446;270;266;25716;2393;2547;27;27
1324;3;5;0.5;3;1;1;3;10;1;1;2199;21;70;91;25263;450;374;25713;4657;2529;45;27
1330;3;5;0.5;3;1;1;3;10;1;5;2199;29;30;59;25266;450;443;25716;2046;2529;45;27
1332;3;5;0.5;3;1;1;3;10;1;5;2199;15;30;45;25450;270;264;25720;2055;2547;27;27
1333;3;5;0.5;3;1;1;3;10;3;1;2199;16;53;69;25368;360;354;25728;3688;2538;36;27
1335;3;5;0.5;3;1;1;3;10;3;1;2199;4;44;48;25438;270;255;25708;3045;2547;27;27
1327;3;5;0.5;3;1;1;3;10;1;3;2199;22;69;91;25277;450;410;25727;4752;2529;45;27
1336;3;5;0.5;3;1;1;3;10;3;3;2199;7;47;54;25273;450;431;25723;3272;2529;45;27
1337;3;5;0.5;3;1;1;3;10;3;3;2199;25;36;61;25252;450;432;25702;2451;2529;45;27
1329;3;5;0.5;3;1;1;3;10;1;3;2199;39;117;156;25266;450;435;25716;8066;2529;45;27
1343;3;5;0.5;3;1;1;3;10;5;1;2199;3;24;27;25361;305;272;25666;1645;2538;36;27
1344;3;5;0.5;3;1;1;3;10;5;1;2199;1;19;20;25451;270;270;25721;1273;2547;27;27
1338;3;5;0.5;3;1;1;3;10;3;3;2199;14;37;51;25364;360;349;25724;2380;2538;36;27
1341;3;5;0.5;3;1;1;3;10;3;5;2199;3;32;35;25269;450;425;25719;2189;2529;45;27
1345;3;5;0.5;3;1;1;3;10;5;3;2199;3;34;37;25354;360;350;25714;2332;2538;36;27
1342;3;5;0.5;3;1;1;3;10;5;1;2199;7;42;49;25441;270;250;25711;2841;2547;27;27
1339;3;5;0.5;3;1;1;3;10;3;5;2199;18;59;77;25252;409;346;25661;4235;2529;45;27
1331;3;5;0.5;3;1;1;3;10;1;5;2199;40;130;170;25270;450;358;25720;8994;2529;45;27
1346;3;5;0.5;3;1;1;3;10;5;3;2199;14;48;62;25362;360;349;25722;3282;2538;36;27
1340;3;5;0.5;3;1;1;3;10;3;5;2199;26;69;95;25271;450;437;25721;4845;2529;45;27
1347;3;5;0.5;3;1;1;3;10;5;3;2199;7;37;44;25544;180;178;25724;2717;2556;18;27
1349;3;5;0.5;3;1;1;3;10;5;5;2199;17;36;53;25275;437;422;25712;2428;2529;45;27
1348;3;5;0.5;3;1;1;3;10;5;5;2199;22;56;78;25265;450;371;25715;3929;2529;45;27
1350;3;5;0.5;3;1;1;3;10;5;5;2199;17;73;90;25263;450;407;25713;5191;2529;45;27
1351;3;5;0.5;3;1;1;5;10;1;1;2199;63;96;159;24470;1217;1166;25687;5860;2449;125;27
1356;3;5;0.5;3;1;1;5;10;1;3;2199;24;106;130;24465;1174;1089;25639;6288;2449;125;27
1359;3;5;0.5;3;1;1;5;10;1;5;2199;12;78;90;24473;1124;1044;25597;5215;2449;125;27
1355;3;5;0.5;3;1;1;5;10;1;3;2199;57;91;148;24473;1213;1145;25686;5804;2449;125;27
1358;3;5;0.5;3;1;1;5;10;1;5;2199;41;86;127;24973;750;715;25723;5394;2499;75;27
1362;3;5;0.5;3;1;1;5;10;3;1;2199;24;31;55;24718;969;936;25687;1678;2474;100;27
1360;3;5;0.5;3;1;1;5;10;3;1;2199;70;75;145;24474;1176;1126;25650;4632;2449;125;27
1357;3;5;0.5;3;1;1;5;10;1;5;2199;55;113;168;24976;750;722;25726;7038;2499;75;27
1353;3;5;0.5;3;1;1;5;10;1;1;2199;56;152;208;24715;992;919;25707;8247;2474;100;27
1352;3;5;0.5;3;1;1;5;10;1;1;2199;89;136;225;24458;1233;1150;25691;7874;2449;125;27
1354;3;5;0.5;3;1;1;5;10;1;3;2199;60;107;167;24476;1204;1142;25680;6925;2449;125;27
1361;3;5;0.5;3;1;1;5;10;3;1;2199;79;91;170;24471;1236;1165;25707;5511;2449;125;27
1364;3;5;0.5;3;1;1;5;10;3;3;2199;21;86;107;24727;905;854;25632;5112;2474;100;27
1367;3;5;0.5;3;1;1;5;10;3;5;2199;24;56;80;24714;965;959;25679;3552;2474;100;27
1366;3;5;0.5;3;1;1;5;10;3;5;2199;45;62;107;24709;525;494;25234;4080;2474;100;27
1369;3;5;0.5;3;1;1;5;10;5;1;2199;47;44;91;24722;870;849;25592;2891;2474;100;27
1363;3;5;0.5;3;1;1;5;10;3;3;2199;44;113;157;24474;1188;1091;25662;6797;2449;125;27
1371;3;5;0.5;3;1;1;5;10;5;1;2199;21;54;75;24975;696;652;25671;3843;2499;75;27
1378;3;5;0.5;5;1;1;1;10;1;1;2199;0;4;4;25194;22;22;25216;270;2522;4;75
1370;3;5;0.5;3;1;1;5;10;5;1;2199;34;108;142;25219;500;453;25719;7227;2524;50;27
1379;3;5;0.5;5;1;1;1;10;1;1;2199;0;4;4;25192;35;31;25227;291;2522;4;75
1380;3;5;0.5;5;1;1;1;10;1;1;2199;0;1;1;25203;20;20;25223;72;2524;2;75
1374;3;5;0.5;3;1;1;5;10;5;3;2199;45;74;119;24478;827;794;25305;4822;2449;125;27
1368;3;5;0.5;3;1;1;5;10;3;5;2199;90;99;189;24460;1217;1159;25677;6557;2449;125;27
1373;3;5;0.5;3;1;1;5;10;5;3;2199;67;101;168;24463;1230;1189;25693;6561;2449;125;27
1365;3;5;0.5;3;1;1;5;10;3;3;2199;52;178;230;24472;1224;950;25696;11059;2449;125;27
1382;3;5;0.5;5;1;1;1;10;1;3;2199;0;2;2;25186;37;30;25223;138;2521;5;75
1381;3;5;0.5;5;1;1;1;10;1;3;2199;0;8;8;25190;40;40;25230;580;2521;5;75
1383;3;5;0.5;5;1;1;1;10;1;3;2199;0;4;4;25188;43;35;25231;287;2521;5;75
1372;3;5;0.5;3;1;1;5;10;5;3;2199;79;111;190;24480;1249;1214;25729;7030;2449;125;27
1376;3;5;0.5;3;1;1;5;10;5;5;2199;20;77;97;24723;909;752;25632;5168;2474;100;27
1384;3;5;0.5;5;1;1;1;10;1;5;2199;0;9;9;25191;50;39;25241;598;2521;5;75
1375;3;5;0.5;3;1;1;5;10;5;5;2199;57;81;138;24474;798;731;25272;5447;2449;125;27
1385;3;5;0.5;5;1;1;1;10;1;5;2199;0;8;8;25196;43;39;25239;597;2521;5;75
1387;3;5;0.5;5;1;1;1;10;3;1;2199;0;3;3;25186;23;19;25209;195;2522;4;75
1386;3;5;0.5;5;1;1;1;10;1;5;2199;0;9;9;25185;30;30;25215;667;2521;5;75
1389;3;5;0.5;5;1;1;1;10;3;1;2199;0;6;6;25202;30;25;25232;441;2522;4;75
1388;3;5;0.5;5;1;1;1;10;3;1;2199;0;5;5;25187;22;14;25209;334;2522;4;75
1390;3;5;0.5;5;1;1;1;10;3;3;2199;0;10;10;25243;10;10;25253;694;2525;1;75
1391;3;5;0.5;5;1;1;1;10;3;3;2199;0;7;7;25198;25;24;25223;514;2522;4;75
1392;3;5;0.5;5;1;1;1;10;3;3;2199;0;4;4;25230;10;10;25240;278;2525;1;75
1393;3;5;0.5;5;1;1;1;10;3;5;2199;0;3;3;25202;40;31;25242;194;2522;4;75
1395;3;5;0.5;5;1;1;1;10;3;5;2199;0;3;3;25209;26;24;25235;200;2522;4;75
1394;3;5;0.5;5;1;1;1;10;3;5;2199;0;3;3;25194;43;27;25237;211;2521;5;75
1396;3;5;0.5;5;1;1;1;10;5;1;2199;0;3;3;25209;11;10;25220;204;2522;4;75
1399;3;5;0.5;5;1;1;1;10;5;3;2199;0;0;0;25210;20;20;25230;0;2523;3;75
1397;3;5;0.5;5;1;1;1;10;5;1;2199;0;5;5;25203;13;6;25216;330;2522;4;75
1400;3;5;0.5;5;1;1;1;10;5;3;2199;0;5;5;25220;20;20;25240;361;2523;3;75
1398;3;5;0.5;5;1;1;1;10;5;1;2199;0;7;7;25209;22;10;25231;485;2523;3;75
1401;3;5;0.5;5;1;1;1;10;5;3;2199;0;8;8;25218;10;0;25228;573;2524;2;75
1402;3;5;0.5;5;1;1;1;10;5;5;2199;0;4;4;25223;20;10;25243;267;2524;2;75
1403;3;5;0.5;5;1;1;1;10;5;5;2199;0;2;2;25215;20;19;25235;114;2524;2;75
1404;3;5;0.5;5;1;1;1;10;5;5;2199;0;3;3;25243;10;10;25253;198;2525;1;75
1377;3;5;0.5;3;1;1;5;10;5;5;2199;45;157;202;24480;1046;963;25526;10861;2449;125;27
1407;3;5;0.5;5;1;1;3;10;1;1;2199;3;36;39;24786;448;435;25234;2296;2481;45;75
1405;3;5;0.5;5;1;1;3;10;1;1;2199;11;28;39;24782;450;417;25232;1632;2481;45;75
1406;3;5;0.5;5;1;1;3;10;1;1;2199;23;51;74;24978;270;265;25248;3336;2499;27;75
1408;3;5;0.5;5;1;1;3;10;1;3;2199;21;63;84;24791;361;332;25152;4164;2481;45;75
1413;3;5;0.5;5;1;1;3;10;1;5;2199;9;40;49;24866;355;310;25221;2541;2490;36;75
1415;3;5;0.5;5;1;1;3;10;3;1;2199;1;29;30;24977;270;258;25247;1893;2499;27;75
1414;3;5;0.5;5;1;1;3;10;3;1;2199;10;38;48;24964;270;264;25234;2486;2499;27;75
1416;3;5;0.5;5;1;1;3;10;3;1;2199;14;15;29;25059;180;178;25239;1001;2508;18;75
1409;3;5;0.5;5;1;1;3;10;1;3;2199;39;62;101;24795;450;425;25245;4271;2481;45;75
1411;3;5;0.5;5;1;1;3;10;1;5;2199;49;56;105;24784;450;425;25234;3702;2481;45;75
1410;3;5;0.5;5;1;1;3;10;1;3;2199;24;72;96;24792;450;431;25242;4748;2481;45;75
1417;3;5;0.5;5;1;1;3;10;3;3;2199;6;32;38;24794;450;412;25244;2097;2481;45;75
1412;3;5;0.5;5;1;1;3;10;1;5;2199;35;81;116;24782;450;279;25232;5404;2481;45;75
1419;3;5;0.5;5;1;1;3;10;3;3;2199;8;22;30;24785;371;326;25156;1504;2481;45;75
1423;3;5;0.5;5;1;1;3;10;5;1;2199;10;26;36;24869;353;311;25222;1723;2490;36;75
1420;3;5;0.5;5;1;1;3;10;3;5;2199;3;58;61;24796;403;383;25199;3896;2481;45;75
1418;3;5;0.5;5;1;1;3;10;3;3;2199;40;43;83;24886;360;353;25246;2707;2490;36;75
1427;3;5;0.5;5;1;1;3;10;5;3;2199;4;8;12;24874;322;306;25196;601;2490;36;75
1426;3;5;0.5;5;1;1;3;10;5;3;2199;15;3;18;24883;276;270;25159;216;2490;36;75
1424;3;5;0.5;5;1;1;3;10;5;1;2199;18;26;44;25057;180;172;25237;1660;2508;18;75
1425;3;5;0.5;5;1;1;3;10;5;1;2199;27;14;41;24961;270;270;25231;952;2499;27;75
1422;3;5;0.5;5;1;1;3;10;3;5;2199;32;53;85;24977;270;260;25247;3331;2499;27;75
1431;3;5;0.5;5;1;1;3;10;5;5;2199;1;9;10;24885;355;307;25240;590;2490;36;75
1421;3;5;0.5;5;1;1;3;10;3;5;2199;38;72;110;24795;450;391;25245;4808;2481;45;75
1428;3;5;0.5;5;1;1;3;10;5;3;2199;25;77;102;25067;180;161;25247;5236;2508;18;75
1430;3;5;0.5;5;1;1;3;10;5;5;2199;24;16;40;24970;270;260;25240;1073;2499;27;75
1429;3;5;0.5;5;1;1;3;10;5;5;2199;50;98;148;24888;360;349;25248;6509;2490;36;75
1441;3;5;0.5;5;1;1;5;10;3;1;2199;8;19;27;24485;516;481;25001;1163;2451;75;75
1438;3;5;0.5;5;1;1;5;10;1;5;2199;23;29;52;24003;997;871;25000;1866;2401;125;75
1437;3;5;0.5;5;1;1;5;10;1;3;2199;19;44;63;24240;948;872;25188;2450;2426;100;75
1435;3;5;0.5;5;1;1;5;10;1;3;2199;82;55;137;24491;750;735;25241;3416;2451;75;75
1434;3;5;0.5;5;1;1;5;10;1;1;2199;35;139;174;24003;1206;1084;25209;7744;2401;125;75
1432;3;5;0.5;5;1;1;5;10;1;1;2199;95;126;221;23994;1206;1137;25200;6785;2401;125;75
1442;3;5;0.5;5;1;1;5;10;3;1;2199;43;42;85;24243;942;877;25185;2575;2426;100;75
1433;3;5;0.5;5;1;1;5;10;1;1;2199;94;104;198;24000;1148;1101;25148;6600;2401;125;75
1439;3;5;0.5;5;1;1;5;10;1;5;2199;33;90;123;24240;974;919;25214;5874;2426;100;75
1440;3;5;0.5;5;1;1;5;10;1;5;2199;53;81;134;24488;724;702;25212;5207;2451;75;75
1443;3;5;0.5;5;1;1;5;10;3;1;2199;15;57;72;24494;722;687;25216;3522;2451;75;75
1436;3;5;0.5;5;1;1;5;10;1;3;2199;61;139;200;23986;1226;1012;25212;8667;2401;125;75
1447;3;5;0.5;5;1;1;5;10;3;5;2199;18;27;45;24491;713;702;25204;1819;2451;75;75
1450;3;5;0.5;5;1;1;5;10;5;1;2199;18;50;68;24503;603;594;25106;3308;2451;75;75
1452;3;5;0.5;5;1;1;5;10;5;1;2199;32;68;100;24242;877;852;25119;4516;2426;100;75
1453;3;5;0.5;5;1;1;5;10;5;3;2199;31;67;98;24747;500;459;25247;4235;2476;50;75
1455;3;5;0.5;5;1;1;5;10;5;3;2199;34;20;54;24235;876;875;25111;1334;2426;100;75
1444;3;5;0.5;5;1;1;5;10;3;3;2199;78;118;196;23984;1197;1168;25181;7716;2401;125;75
1445;3;5;0.5;5;1;1;5;10;3;3;2199;98;105;203;23988;1041;961;25029;7034;2401;125;75
1454;3;5;0.5;5;1;1;5;10;5;3;2199;17;88;105;24486;747;702;25233;5486;2451;75;75
1448;3;5;0.5;5;1;1;5;10;3;5;2199;53;120;173;23982;1236;1164;25218;7760;2401;125;75
1449;3;5;0.5;5;1;1;5;10;3;5;2199;79;74;153;24242;927;895;25169;4652;2426;100;75
1451;3;5;0.5;5;1;1;5;10;5;1;2199;29;134;163;24742;500;340;25242;8190;2476;50;75
1446;3;5;0.5;5;1;1;5;10;3;3;2199;85;165;250;23990;1248;1103;25238;10464;2401;125;75
1459;5;1;0.5;1;1;1;1;10;1;1;2199;0;19;19;25920;10;10;25930;1446;2595;1;5
1460;5;1;0.5;1;1;1;1;10;1;1;2199;0;27;27;25922;10;10;25932;2111;2595;1;5
1461;5;1;0.5;1;1;1;1;10;1;1;2199;0;25;25;25925;10;6;25935;1919;2595;1;5
1462;5;1;0.5;1;1;1;1;10;1;3;2199;0;22;22;25922;10;9;25932;1710;2595;1;5
1463;5;1;0.5;1;1;1;1;10;1;3;2199;0;24;24;25939;10;10;25949;1868;2595;1;5
1465;5;1;0.5;1;1;1;1;10;1;5;2199;0;14;14;25920;10;10;25930;1096;2595;1;5
1466;5;1;0.5;1;1;1;1;10;1;5;2199;0;12;12;25934;10;10;25944;914;2595;1;5
1456;3;5;0.5;5;1;1;5;10;5;5;2199;91;73;164;23988;1242;1168;25230;4770;2401;125;75
1464;5;1;0.5;1;1;1;1;10;1;3;2199;0;25;25;25934;10;9;25944;1934;2595;1;5
1468;5;1;0.5;1;1;1;1;10;3;1;2199;0;9;9;25934;10;10;25944;706;2595;1;5
1467;5;1;0.5;1;1;1;1;10;1;5;2199;0;16;16;25931;10;10;25941;1241;2595;1;5
1469;5;1;0.5;1;1;1;1;10;3;1;2199;0;22;22;25934;10;8;25944;1636;2595;1;5
1470;5;1;0.5;1;1;1;1;10;3;1;2199;0;15;15;25925;10;10;25935;1176;2595;1;5
1458;3;5;0.5;5;1;1;5;10;5;5;2199;31;109;140;24245;988;940;25233;7155;2426;100;75
1471;5;1;0.5;1;1;1;1;10;3;3;2199;0;27;27;25936;10;9;25946;2083;2595;1;5
1472;5;1;0.5;1;1;1;1;10;3;3;2199;0;24;24;25935;10;10;25945;1783;2595;1;5
1474;5;1;0.5;1;1;1;1;10;3;5;2199;0;19;19;25932;10;10;25942;1446;2595;1;5
1473;5;1;0.5;1;1;1;1;10;3;3;2199;0;21;21;25937;10;10;25947;1601;2595;1;5
1475;5;1;0.5;1;1;1;1;10;3;5;2199;0;20;20;25928;10;10;25938;1544;2595;1;5
1476;5;1;0.5;1;1;1;1;10;3;5;2199;0;24;24;25933;10;10;25943;1859;2595;1;5
1477;5;1;0.5;1;1;1;1;10;5;1;2199;0;9;9;25926;10;10;25936;721;2595;1;5
1457;3;5;0.5;5;1;1;5;10;5;5;2199;91;113;204;23992;1250;1136;25242;7427;2401;125;75
1478;5;1;0.5;1;1;1;1;10;5;1;2199;0;22;22;25934;10;10;25944;1702;2595;1;5
1480;5;1;0.5;1;1;1;1;10;5;3;2199;0;23;23;25930;10;10;25940;1781;2595;1;5
1479;5;1;0.5;1;1;1;1;10;5;1;2199;0;19;19;25916;10;10;25926;1454;2595;1;5
1483;5;1;0.5;1;1;1;1;10;5;5;2199;0;19;19;25944;10;10;25954;1561;2595;1;5
1482;5;1;0.5;1;1;1;1;10;5;3;2199;0;16;16;25912;10;10;25922;1293;2595;1;5
1481;5;1;0.5;1;1;1;1;10;5;3;2199;0;22;22;25936;10;0;25946;1660;2595;1;5
1485;5;1;0.5;1;1;1;1;10;5;5;2199;0;22;22;25930;10;10;25940;1663;2595;1;5
1484;5;1;0.5;1;1;1;1;10;5;5;2199;0;23;23;25927;10;10;25937;1742;2595;1;5
1486;5;1;0.5;1;1;1;3;10;1;1;2199;16;23;39;25847;90;86;25937;1702;2587;9;5
1489;5;1;0.5;1;1;1;3;10;1;3;2199;5;25;30;25856;90;77;25946;1881;2587;9;5
1487;5;1;0.5;1;1;1;3;10;1;1;2199;14;29;43;25838;90;80;25928;2212;2587;9;5
1488;5;1;0.5;1;1;1;3;10;1;1;2199;12;23;35;25853;90;77;25943;1668;2587;9;5
1490;5;1;0.5;1;1;1;3;10;1;3;2199;6;24;30;25840;90;79;25930;1798;2587;9;5
1491;5;1;0.5;1;1;1;3;10;1;3;2199;9;27;36;25849;90;79;25939;2039;2587;9;5
1493;5;1;0.5;1;1;1;3;10;1;5;2199;5;36;41;25848;90;83;25938;2693;2587;9;5
1492;5;1;0.5;1;1;1;3;10;1;5;2199;11;30;41;25848;90;87;25938;2263;2587;9;5
1494;5;1;0.5;1;1;1;3;10;1;5;2199;8;30;38;25855;90;83;25945;2252;2587;9;5
1495;5;1;0.5;1;1;1;3;10;3;1;2199;0;32;32;25845;90;82;25935;2372;2587;9;5
1496;5;1;0.5;1;1;1;3;10;3;1;2199;10;26;36;25851;90;85;25941;1948;2587;9;5
1497;5;1;0.5;1;1;1;3;10;3;1;2199;12;27;39;25847;90;88;25937;2125;2587;9;5
1498;5;1;0.5;1;1;1;3;10;3;3;2199;4;36;40;25848;90;89;25938;2745;2587;9;5
1500;5;1;0.5;1;1;1;3;10;3;3;2199;7;26;33;25846;90;81;25936;2023;2587;9;5
1502;5;1;0.5;1;1;1;3;10;3;5;2199;0;32;32;25853;90;81;25943;2398;2587;9;5
1499;5;1;0.5;1;1;1;3;10;3;3;2199;1;34;35;25845;90;79;25935;2632;2587;9;5
1501;5;1;0.5;1;1;1;3;10;3;5;2199;7;33;40;25853;90;76;25943;2483;2587;9;5
1503;5;1;0.5;1;1;1;3;10;3;5;2199;3;38;41;25848;90;85;25938;2900;2587;9;5
1504;5;1;0.5;1;1;1;3;10;5;1;2199;14;34;48;25845;90;88;25935;2603;2587;9;5
1505;5;1;0.5;1;1;1;3;10;5;1;2199;3;26;29;25854;90;86;25944;1886;2587;9;5
1506;5;1;0.5;1;1;1;3;10;5;1;2199;15;16;31;25849;90;88;25939;1181;2587;9;5
1508;5;1;0.5;1;1;1;3;10;5;3;2199;0;45;45;25853;90;83;25943;3356;2587;9;5
1509;5;1;0.5;1;1;1;3;10;5;3;2199;0;41;41;25844;90;77;25934;3073;2587;9;5
1507;5;1;0.5;1;1;1;3;10;5;3;2199;4;41;45;25842;90;83;25932;3090;2587;9;5
1510;5;1;0.5;1;1;1;3;10;5;5;2199;0;32;32;25851;90;76;25941;2458;2587;9;5
1511;5;1;0.5;1;1;1;3;10;5;5;2199;9;25;34;25848;90;88;25938;1933;2587;9;5
1512;5;1;0.5;1;1;1;3;10;5;5;2199;6;34;40;25856;90;86;25946;2502;2587;9;5
1514;5;1;0.5;1;1;1;5;10;1;1;2199;10;33;43;25687;250;246;25937;2480;2571;25;5
1515;5;1;0.5;1;1;1;5;10;1;1;2199;21;19;40;25696;250;245;25946;1438;2571;25;5
1513;5;1;0.5;1;1;1;5;10;1;1;2199;18;37;55;25689;250;238;25939;2736;2571;25;5
1516;5;1;0.5;1;1;1;5;10;1;3;2199;0;56;56;25690;250;223;25940;4187;2571;25;5
1519;5;1;0.5;1;1;1;5;10;1;5;2199;11;35;46;25688;250;249;25938;2646;2571;25;5
1520;5;1;0.5;1;1;1;5;10;1;5;2199;11;32;43;25680;250;240;25930;2275;2571;25;5
1517;5;1;0.5;1;1;1;5;10;1;3;2199;15;38;53;25693;250;224;25943;2809;2571;25;5
1518;5;1;0.5;1;1;1;5;10;1;3;2199;16;33;49;25681;250;245;25931;2418;2571;25;5
1523;5;1;0.5;1;1;1;5;10;3;1;2199;17;24;41;25685;250;250;25935;1875;2571;25;5
1522;5;1;0.5;1;1;1;5;10;3;1;2199;14;31;45;25695;250;245;25945;2354;2571;25;5
1521;5;1;0.5;1;1;1;5;10;1;5;2199;16;20;36;25696;250;249;25946;1530;2571;25;5
1528;5;1;0.5;1;1;1;5;10;3;5;2199;5;37;42;25687;250;236;25937;2717;2571;25;5
1524;5;1;0.5;1;1;1;5;10;3;1;2199;10;48;58;25688;250;233;25938;3622;2571;25;5
1527;5;1;0.5;1;1;1;5;10;3;3;2199;9;32;41;25698;250;211;25948;2353;2571;25;5
1525;5;1;0.5;1;1;1;5;10;3;3;2199;21;27;48;25692;250;235;25942;1991;2571;25;5
1526;5;1;0.5;1;1;1;5;10;3;3;2199;7;40;47;25695;250;231;25945;3045;2571;25;5
1529;5;1;0.5;1;1;1;5;10;3;5;2199;3;38;41;25684;250;213;25934;2849;2571;25;5
1530;5;1;0.5;1;1;1;5;10;3;5;2199;10;35;45;25696;250;245;25946;2740;2571;25;5
1532;5;1;0.5;1;1;1;5;10;5;1;2199;20;22;42;25697;250;248;25947;1548;2571;25;5
1531;5;1;0.5;1;1;1;5;10;5;1;2199;13;33;46;25698;250;241;25948;2440;2571;25;5
1540;5;1;0.5;3;1;1;1;10;1;1;2199;0;3;3;25531;10;10;25541;229;2555;1;45
1541;5;1;0.5;3;1;1;1;10;1;1;2199;0;8;8;25535;10;10;25545;602;2555;1;45
1535;5;1;0.5;1;1;1;5;10;5;3;2199;7;30;37;25688;250;245;25938;2333;2571;25;5
1542;5;1;0.5;3;1;1;1;10;1;1;2199;0;5;5;25527;10;10;25537;357;2555;1;45
1534;5;1;0.5;1;1;1;5;10;5;3;2199;6;37;43;25695;250;246;25945;2777;2571;25;5
1533;5;1;0.5;1;1;1;5;10;5;1;2199;18;38;56;25688;250;237;25938;3031;2571;25;5
1539;5;1;0.5;1;1;1;5;10;5;5;2199;0;22;22;25685;250;244;25935;1682;2571;25;5
1543;5;1;0.5;3;1;1;1;10;1;3;2199;0;2;2;25537;10;10;25547;143;2555;1;45
1536;5;1;0.5;1;1;1;5;10;5;3;2199;15;42;57;25681;250;242;25931;3229;2571;25;5
