[run number];breeding-habitat-number;feeding-habitat-number;percent-specialized-bees;breeding-habitat-size;max-distance-breed;max-distance-feed;feeding-habitat-size;bee-number;min-distance-breed;min-distance-feed;[step];count specialized-bees;count bees - count specialized-bees;count bees;count crops;count wildflowers;count flowers with [color = cyan];count flowers;sum [seeds] of crops;count agriculture;count feeding-habitat;count breeding-habitat
1537;5;1;0.5;1;1;1;5;10;5;5;2199;10;39;49;25692;250;243;25942;3002;2571;25;5
1544;5;1;0.5;3;1;1;1;10;1;3;2199;0;6;6;25532;10;10;25542;461;2555;1;45
1538;5;1;0.5;1;1;1;5;10;5;5;2199;5;36;41;25687;250;236;25937;2705;2571;25;5
1545;5;1;0.5;3;1;1;1;10;1;3;2199;0;6;6;25518;10;10;25528;429;2555;1;45
1546;5;1;0.5;3;1;1;1;10;1;5;2199;0;5;5;25538;10;7;25548;376;2555;1;45
1548;5;1;0.5;3;1;1;1;10;1;5;2199;0;6;6;25524;10;10;25534;422;2555;1;45
1547;5;1;0.5;3;1;1;1;10;1;5;2199;0;5;5;25521;10;10;25531;358;2555;1;45
1549;5;1;0.5;3;1;1;1;10;3;1;2199;0;6;6;25539;10;10;25549;406;2555;1;45
1550;5;1;0.5;3;1;1;1;10;3;1;2199;0;4;4;25530;10;10;25540;300;2555;1;45
1551;5;1;0.5;3;1;1;1;10;3;1;2199;0;6;6;25520;10;1;25530;398;2555;1;45
1552;5;1;0.5;3;1;1;1;10;3;3;2199;0;6;6;25527;10;9;25537;436;2555;1;45
1553;5;1;0.5;3;1;1;1;10;3;3;2199;0;10;10;25529;10;10;25539;714;2555;1;45
1554;5;1;0.5;3;1;1;1;10;3;3;2199;0;5;5;25531;10;10;25541;338;2555;1;45
1557;5;1;0.5;3;1;1;1;10;3;5;2199;0;2;2;25528;10;10;25538;146;2555;1;45
1555;5;1;0.5;3;1;1;1;10;3;5;2199;0;8;8;25529;10;10;25539;579;2555;1;45
1556;5;1;0.5;3;1;1;1;10;3;5;2199;0;1;1;25535;10;10;25545;67;2555;1;45
1558;5;1;0.5;3;1;1;1;10;5;1;2199;0;6;6;25537;10;10;25547;445;2555;1;45
1559;5;1;0.5;3;1;1;1;10;5;1;2199;0;6;6;25525;10;10;25535;441;2555;1;45
1561;5;1;0.5;3;1;1;1;10;5;3;2199;0;8;8;25528;10;8;25538;552;2555;1;45
1563;5;1;0.5;3;1;1;1;10;5;3;2199;0;4;4;25533;10;10;25543;257;2555;1;45
1560;5;1;0.5;3;1;1;1;10;5;1;2199;0;10;10;25530;10;10;25540;725;2555;1;45
1562;5;1;0.5;3;1;1;1;10;5;3;2199;0;4;4;25534;10;10;25544;294;2555;1;45
1565;5;1;0.5;3;1;1;1;10;5;5;2199;0;4;4;25529;10;9;25539;297;2555;1;45
1564;5;1;0.5;3;1;1;1;10;5;5;2199;0;6;6;25537;10;10;25547;442;2555;1;45
1566;5;1;0.5;3;1;1;1;10;5;5;2199;0;5;5;25539;10;0;25549;381;2555;1;45
1573;5;1;0.5;3;1;1;3;10;1;5;2199;0;25;25;25452;90;80;25542;1803;2547;9;45
1568;5;1;0.5;3;1;1;3;10;1;1;2199;16;28;44;25455;90;86;25545;1895;2547;9;45
1570;5;1;0.5;3;1;1;3;10;1;3;2199;20;34;54;25455;90;89;25545;2396;2547;9;45
1567;5;1;0.5;3;1;1;3;10;1;1;2199;13;53;66;25453;90;76;25543;3679;2547;9;45
1575;5;1;0.5;3;1;1;3;10;1;5;2199;8;32;40;25441;90;84;25531;2301;2547;9;45
1574;5;1;0.5;3;1;1;3;10;1;5;2199;11;39;50;25459;90;87;25549;2881;2547;9;45
1571;5;1;0.5;3;1;1;3;10;1;3;2199;20;30;50;25443;90;86;25533;2150;2547;9;45
1572;5;1;0.5;3;1;1;3;10;1;3;2199;12;50;62;25449;90;86;25539;3342;2547;9;45
1569;5;1;0.5;3;1;1;3;10;1;1;2199;15;45;60;25453;90;88;25543;3211;2547;9;45
1578;5;1;0.5;3;1;1;3;10;3;1;2199;16;28;44;25442;90;89;25532;1981;2547;9;45
1577;5;1;0.5;3;1;1;3;10;3;1;2199;11;22;33;25450;90;87;25540;1602;2547;9;45
1576;5;1;0.5;3;1;1;3;10;3;1;2199;16;58;74;25447;90;82;25537;4227;2547;9;45
1579;5;1;0.5;3;1;1;3;10;3;3;2199;0;27;27;25442;90;88;25532;1918;2547;9;45
1585;5;1;0.5;3;1;1;3;10;5;1;2199;0;7;7;25454;87;45;25541;484;2547;9;45
1583;5;1;0.5;3;1;1;3;10;3;5;2199;0;17;17;25451;90;29;25541;1250;2547;9;45
1584;5;1;0.5;3;1;1;3;10;3;5;2199;9;6;15;25446;90;90;25536;415;2547;9;45
1582;5;1;0.5;3;1;1;3;10;3;5;2199;4;31;35;25455;90;83;25545;2277;2547;9;45
1581;5;1;0.5;3;1;1;3;10;3;3;2199;0;49;49;25457;90;65;25547;3351;2547;9;45
1580;5;1;0.5;3;1;1;3;10;3;3;2199;10;49;59;25455;90;84;25545;3533;2547;9;45
1586;5;1;0.5;3;1;1;3;10;5;1;2199;10;22;32;25448;90;90;25538;1576;2547;9;45
1590;5;1;0.5;3;1;1;3;10;5;3;2199;21;31;52;25456;90;80;25546;2245;2547;9;45
1588;5;1;0.5;3;1;1;3;10;5;3;2199;19;27;46;25443;90;86;25533;1904;2547;9;45
1589;5;1;0.5;3;1;1;3;10;5;3;2199;0;51;51;25453;90;23;25543;3572;2547;9;45
1587;5;1;0.5;3;1;1;3;10;5;1;2199;23;43;66;25448;90;90;25538;3156;2547;9;45
1591;5;1;0.5;3;1;1;3;10;5;5;2199;5;41;46;25455;90;85;25545;2911;2547;9;45
1592;5;1;0.5;3;1;1;3;10;5;5;2199;16;31;47;25438;90;90;25528;2180;2547;9;45
1593;5;1;0.5;3;1;1;3;10;5;5;2199;15;40;55;25452;90;85;25542;2854;2547;9;45
1595;5;1;0.5;3;1;1;5;10;1;1;2199;31;38;69;25291;250;249;25541;2723;2531;25;45
1596;5;1;0.5;3;1;1;5;10;1;1;2199;23;55;78;25277;250;244;25527;3832;2531;25;45
1599;5;1;0.5;3;1;1;5;10;1;3;2199;0;46;46;25284;243;42;25527;3188;2531;25;45
1601;5;1;0.5;3;1;1;5;10;1;5;2199;0;20;20;25287;229;72;25516;1424;2531;25;45
1597;5;1;0.5;3;1;1;5;10;1;3;2199;34;30;64;25302;250;247;25552;2198;2531;25;45
1594;5;1;0.5;3;1;1;5;10;1;1;2199;39;61;100;25298;250;240;25548;4016;2531;25;45
1600;5;1;0.5;3;1;1;5;10;1;5;2199;17;49;66;25295;250;246;25545;3341;2531;25;45
1602;5;1;0.5;3;1;1;5;10;1;5;2199;16;56;72;25288;250;233;25538;3922;2531;25;45
1598;5;1;0.5;3;1;1;5;10;1;3;2199;25;68;93;25282;250;233;25532;4756;2531;25;45
1606;5;1;0.5;3;1;1;5;10;3;3;2199;26;8;34;25284;250;249;25534;544;2531;25;45
1609;5;1;0.5;3;1;1;5;10;3;5;2199;9;16;25;25287;250;250;25537;1249;2531;25;45
1608;5;1;0.5;3;1;1;5;10;3;3;2199;27;13;40;25294;250;240;25544;952;2531;25;45
1610;5;1;0.5;3;1;1;5;10;3;5;2199;7;36;43;25290;250;249;25540;2516;2531;25;45
1604;5;1;0.5;3;1;1;5;10;3;1;2199;11;115;126;25284;250;213;25534;8018;2531;25;45
1603;5;1;0.5;3;1;1;5;10;3;1;2199;38;74;112;25286;250;242;25536;5142;2531;25;45
1607;5;1;0.5;3;1;1;5;10;3;3;2199;32;38;70;25287;250;250;25537;2749;2531;25;45
1605;5;1;0.5;3;1;1;5;10;3;1;2199;37;47;84;25291;250;246;25541;3325;2531;25;45
1612;5;1;0.5;3;1;1;5;10;5;1;2199;14;21;35;25289;250;249;25539;1457;2531;25;45
1615;5;1;0.5;3;1;1;5;10;5;3;2199;0;11;11;25288;184;85;25472;766;2531;25;45
1621;5;1;0.5;5;1;1;1;10;1;1;2199;0;5;5;24733;10;10;24743;328;2475;1;125
1611;5;1;0.5;3;1;1;5;10;3;5;2199;39;41;80;25289;250;250;25539;2910;2531;25;45
1623;5;1;0.5;5;1;1;1;10;1;1;2199;0;4;4;24721;10;10;24731;256;2475;1;125
1622;5;1;0.5;5;1;1;1;10;1;1;2199;0;7;7;24747;10;8;24757;472;2475;1;125
1614;5;1;0.5;3;1;1;5;10;5;1;2199;33;68;101;25293;250;240;25543;4890;2531;25;45
1624;5;1;0.5;5;1;1;1;10;1;3;2199;0;1;1;24732;10;10;24742;77;2475;1;125
1613;5;1;0.5;3;1;1;5;10;5;1;2199;39;45;84;25282;250;245;25532;3125;2531;25;45
1620;5;1;0.5;3;1;1;5;10;5;5;2199;29;8;37;25293;250;249;25543;578;2531;25;45
1625;5;1;0.5;5;1;1;1;10;1;3;2199;0;4;4;24723;10;10;24733;270;2475;1;125
1619;5;1;0.5;3;1;1;5;10;5;5;2199;3;72;75;25302;250;238;25552;5027;2531;25;45
1616;5;1;0.5;3;1;1;5;10;5;3;2199;6;100;106;25286;250;179;25536;6967;2531;25;45
1618;5;1;0.5;3;1;1;5;10;5;5;2199;33;52;85;25273;250;248;25523;3667;2531;25;45
1629;5;1;0.5;5;1;1;1;10;1;5;2199;0;3;3;24731;10;10;24741;209;2475;1;125
1627;5;1;0.5;5;1;1;1;10;1;5;2199;0;4;4;24730;10;10;24740;299;2475;1;125
1626;5;1;0.5;5;1;1;1;10;1;3;2199;0;8;8;24734;10;10;24744;582;2475;1;125
1617;5;1;0.5;3;1;1;5;10;5;3;2199;25;87;112;25287;250;232;25537;6146;2531;25;45
1628;5;1;0.5;5;1;1;1;10;1;5;2199;0;7;7;24732;10;0;24742;489;2475;1;125
1630;5;1;0.5;5;1;1;1;10;3;1;2199;0;3;3;24737;2;0;24739;211;2475;1;125
1632;5;1;0.5;5;1;1;1;10;3;1;2199;0;2;2;24725;10;10;24735;125;2475;1;125
1631;5;1;0.5;5;1;1;1;10;3;1;2199;0;3;3;24742;10;0;24752;213;2475;1;125
1633;5;1;0.5;5;1;1;1;10;3;3;2199;0;5;5;24737;10;8;24747;318;2475;1;125
1634;5;1;0.5;5;1;1;1;10;3;3;2199;0;5;5;24728;10;10;24738;327;2475;1;125
1640;5;1;0.5;5;1;1;1;10;5;1;2199;0;4;4;24735;10;10;24745;258;2475;1;125
1637;5;1;0.5;5;1;1;1;10;3;5;2199;0;3;3;24724;1;0;24725;214;2475;1;125
1635;5;1;0.5;5;1;1;1;10;3;3;2199;0;3;3;24721;10;10;24731;229;2475;1;125
1636;5;1;0.5;5;1;1;1;10;3;5;2199;0;1;1;24722;10;9;24732;55;2475;1;125
1638;5;1;0.5;5;1;1;1;10;3;5;2199;0;1;1;24728;10;10;24738;71;2475;1;125
1641;5;1;0.5;5;1;1;1;10;5;1;2199;0;3;3;24735;10;10;24745;223;2475;1;125
1642;5;1;0.5;5;1;1;1;10;5;3;2199;0;9;9;24725;10;10;24735;670;2475;1;125
1639;5;1;0.5;5;1;1;1;10;5;1;2199;0;7;7;24736;10;10;24746;470;2475;1;125
1643;5;1;0.5;5;1;1;1;10;5;3;2199;0;6;6;24728;10;10;24738;409;2475;1;125
1644;5;1;0.5;5;1;1;1;10;5;3;2199;0;4;4;24729;10;10;24739;300;2475;1;125
1645;5;1;0.5;5;1;1;1;10;5;5;2199;0;2;2;24736;0;0;24736;135;2475;1;125
1647;5;1;0.5;5;1;1;1;10;5;5;2199;0;3;3;24739;10;10;24749;209;2475;1;125
1646;5;1;0.5;5;1;1;1;10;5;5;2199;0;13;13;24730;10;0;24740;877;2475;1;125
1653;5;1;0.5;5;1;1;3;10;1;3;2199;0;22;22;24647;90;34;24737;1524;2467;9;125
1650;5;1;0.5;5;1;1;3;10;1;1;2199;0;24;24;24641;90;43;24731;1574;2467;9;125
1648;5;1;0.5;5;1;1;3;10;1;1;2199;13;31;44;24649;90;87;24739;2040;2467;9;125
1656;5;1;0.5;5;1;1;3;10;1;5;2199;10;1;11;24651;90;90;24741;78;2467;9;125
1649;5;1;0.5;5;1;1;3;10;1;1;2199;16;15;31;24654;90;89;24744;1034;2467;9;125
1655;5;1;0.5;5;1;1;3;10;1;5;2199;18;19;37;24652;90;90;24742;1312;2467;9;125
1654;5;1;0.5;5;1;1;3;10;1;5;2199;10;38;48;24642;90;90;24732;2609;2467;9;125
1652;5;1;0.5;5;1;1;3;10;1;3;2199;17;24;41;24643;90;90;24733;1626;2467;9;125
1651;5;1;0.5;5;1;1;3;10;1;3;2199;18;22;40;24635;90;90;24725;1470;2467;9;125
1658;5;1;0.5;5;1;1;3;10;3;1;2199;20;27;47;24650;90;90;24740;1827;2467;9;125
1657;5;1;0.5;5;1;1;3;10;3;1;2199;24;33;57;24651;90;84;24741;2236;2467;9;125
1660;5;1;0.5;5;1;1;3;10;3;3;2199;23;9;32;24650;90;90;24740;650;2467;9;125
1659;5;1;0.5;5;1;1;3;10;3;1;2199;18;29;47;24646;90;87;24736;2035;2467;9;125
1663;5;1;0.5;5;1;1;3;10;3;5;2199;0;3;3;24655;90;90;24745;208;2467;9;125
1661;5;1;0.5;5;1;1;3;10;3;3;2199;16;5;21;24643;90;90;24733;283;2467;9;125
1664;5;1;0.5;5;1;1;3;10;3;5;2199;7;5;12;24653;90;90;24743;336;2467;9;125
1665;5;1;0.5;5;1;1;3;10;3;5;2199;19;3;22;24656;90;90;24746;192;2467;9;125
1662;5;1;0.5;5;1;1;3;10;3;3;2199;16;24;40;24644;90;89;24734;1703;2467;9;125
1666;5;1;0.5;5;1;1;3;10;5;1;2199;10;7;17;24647;90;90;24737;464;2467;9;125
1667;5;1;0.5;5;1;1;3;10;5;1;2199;0;30;30;24648;90;42;24738;2086;2467;9;125
1668;5;1;0.5;5;1;1;3;10;5;1;2199;20;22;42;24645;90;89;24735;1448;2467;9;125
1671;5;1;0.5;5;1;1;3;10;5;3;2199;0;3;3;24745;0;0;24745;219;2476;0;125
1669;5;1;0.5;5;1;1;3;10;5;3;2199;0;16;16;24653;90;87;24743;1142;2467;9;125
1670;5;1;0.5;5;1;1;3;10;5;3;2199;7;15;22;24646;90;90;24736;1092;2467;9;125
1673;5;1;0.5;5;1;1;3;10;5;5;2199;0;17;17;24644;90;26;24734;1202;2467;9;125
1672;5;1;0.5;5;1;1;3;10;5;5;2199;15;22;37;24649;90;89;24739;1499;2467;9;125
1674;5;1;0.5;5;1;1;3;10;5;5;2199;0;35;35;24637;90;35;24727;2396;2467;9;125
1679;5;1;0.5;5;1;1;5;10;1;3;2199;0;13;13;24493;176;97;24669;922;2451;25;125
1678;5;1;0.5;5;1;1;5;10;1;3;2199;19;15;34;24488;250;245;24738;986;2451;25;125
1683;5;1;0.5;5;1;1;5;10;1;5;2199;0;3;3;24488;3;1;24491;219;2451;25;125
1681;5;1;0.5;5;1;1;5;10;1;5;2199;20;8;28;24484;250;250;24734;543;2451;25;125
1676;5;1;0.5;5;1;1;5;10;1;1;2199;38;19;57;24480;250;248;24730;1244;2451;25;125
1682;5;1;0.5;5;1;1;5;10;1;5;2199;22;14;36;24499;250;250;24749;929;2451;25;125
1680;5;1;0.5;5;1;1;5;10;1;3;2199;33;23;56;24492;250;250;24742;1523;2451;25;125
1675;5;1;0.5;5;1;1;5;10;1;1;2199;58;19;77;24487;250;249;24737;1143;2451;25;125
1677;5;1;0.5;5;1;1;5;10;1;1;2199;0;108;108;24484;250;191;24734;6892;2451;25;125
1685;5;1;0.5;5;1;1;5;10;3;1;2199;36;25;61;24486;250;250;24736;1786;2451;25;125
1688;5;1;0.5;5;1;1;5;10;3;3;2199;0;18;18;24488;223;82;24711;1309;2451;25;125
1684;5;1;0.5;5;1;1;5;10;3;1;2199;44;41;85;24489;250;245;24739;2842;2451;25;125
1692;5;1;0.5;5;1;1;5;10;3;5;2199;5;3;8;24495;230;230;24725;191;2451;25;125
1687;5;1;0.5;5;1;1;5;10;3;3;2199;0;47;47;24499;250;141;24749;3112;2451;25;125
1690;5;1;0.5;5;1;1;5;10;3;5;2199;1;34;35;24488;250;236;24738;2226;2451;25;125
1689;5;1;0.5;5;1;1;5;10;3;3;2199;45;5;50;24500;250;250;24750;302;2451;25;125
1694;5;1;0.5;5;1;1;5;10;5;1;2199;0;15;15;24490;250;250;24740;999;2451;25;125
1697;5;1;0.5;5;1;1;5;10;5;3;2199;0;2;2;24489;27;6;24516;139;2451;25;125
1695;5;1;0.5;5;1;1;5;10;5;1;2199;0;47;47;24497;242;86;24739;3021;2451;25;125
1691;5;1;0.5;5;1;1;5;10;3;5;2199;30;44;74;24495;250;246;24745;3020;2451;25;125
1693;5;1;0.5;5;1;1;5;10;5;1;2199;36;12;48;24494;250;249;24744;799;2451;25;125
1686;5;1;0.5;5;1;1;5;10;3;1;2199;19;108;127;24487;250;190;24737;7463;2451;25;125
1698;5;1;0.5;5;1;1;5;10;5;3;2199;0;20;20;24477;204;76;24681;1241;2451;25;125
1702;5;3;0.5;1;1;1;1;10;1;1;2199;0;8;8;25904;30;20;25934;600;2593;3;5
1700;5;1;0.5;5;1;1;5;10;5;5;2199;0;41;41;24481;236;99;24717;2690;2451;25;125
1701;5;1;0.5;5;1;1;5;10;5;5;2199;29;1;30;24492;250;250;24742;53;2451;25;125
1703;5;3;0.5;1;1;1;1;10;1;1;2199;0;23;23;25906;30;29;25936;1745;2593;3;5
1696;5;1;0.5;5;1;1;5;10;5;3;2199;18;47;65;24497;250;241;24747;3237;2451;25;125
1699;5;1;0.5;5;1;1;5;10;5;5;2199;22;58;80;24493;250;240;24743;3848;2451;25;125
1707;5;3;0.5;1;1;1;1;10;1;3;2199;0;9;9;25911;30;28;25941;661;2593;3;5
1706;5;3;0.5;1;1;1;1;10;1;3;2199;0;10;10;25903;30;28;25933;768;2593;3;5
1704;5;3;0.5;1;1;1;1;10;1;1;2199;0;20;20;25894;30;30;25924;1504;2593;3;5
1705;5;3;0.5;1;1;1;1;10;1;3;2199;0;21;21;25901;30;22;25931;1566;2593;3;5
1708;5;3;0.5;1;1;1;1;10;1;5;2199;0;17;17;25918;30;17;25948;1286;2593;3;5
1709;5;3;0.5;1;1;1;1;10;1;5;2199;0;9;9;25896;30;24;25926;686;2593;3;5
1710;5;3;0.5;1;1;1;1;10;1;5;2199;0;17;17;25900;30;20;25930;1303;2593;3;5
1711;5;3;0.5;1;1;1;1;10;3;1;2199;0;16;16;25916;30;30;25946;1236;2593;3;5
1715;5;3;0.5;1;1;1;1;10;3;3;2199;0;8;8;25911;30;30;25941;589;2593;3;5
1714;5;3;0.5;1;1;1;1;10;3;3;2199;0;10;10;25902;30;20;25932;751;2593;3;5
1712;5;3;0.5;1;1;1;1;10;3;1;2199;0;30;30;25904;30;30;25934;2283;2593;3;5
1713;5;3;0.5;1;1;1;1;10;3;1;2199;0;25;25;25897;30;15;25927;1964;2593;3;5
1719;5;3;0.5;1;1;1;1;10;3;5;2199;0;16;16;25912;30;30;25942;1191;2593;3;5
1717;5;3;0.5;1;1;1;1;10;3;5;2199;0;26;26;25908;24;16;25932;1934;2593;3;5
1718;5;3;0.5;1;1;1;1;10;3;5;2199;0;20;20;25917;30;27;25947;1553;2593;3;5
1716;5;3;0.5;1;1;1;1;10;3;3;2199;0;29;29;25909;30;20;25939;2189;2593;3;5
1721;5;3;0.5;1;1;1;1;10;5;1;2199;0;21;21;25916;30;25;25946;1583;2593;3;5
1720;5;3;0.5;1;1;1;1;10;5;1;2199;0;26;26;25920;30;30;25950;1973;2593;3;5
1722;5;3;0.5;1;1;1;1;10;5;1;2199;0;15;15;25916;30;27;25946;1107;2593;3;5
1723;5;3;0.5;1;1;1;1;10;5;3;2199;0;20;20;25902;20;10;25922;1500;2594;2;5
1724;5;3;0.5;1;1;1;1;10;5;3;2199;0;19;19;25897;30;27;25927;1476;2593;3;5
1726;5;3;0.5;1;1;1;1;10;5;5;2199;0;8;8;25917;30;20;25947;631;2593;3;5
1725;5;3;0.5;1;1;1;1;10;5;3;2199;0;15;15;25917;30;23;25947;1142;2593;3;5
1727;5;3;0.5;1;1;1;1;10;5;5;2199;0;26;26;25908;30;29;25938;1963;2593;3;5
1728;5;3;0.5;1;1;1;1;10;5;5;2199;0;17;17;25917;30;28;25947;1300;2593;3;5
1730;5;3;0.5;1;1;1;3;10;1;1;2199;0;31;31;25673;270;248;25943;2250;2569;27;5
1729;5;3;0.5;1;1;1;3;10;1;1;2199;5;50;55;25663;270;232;25933;3573;2569;27;5
1731;5;3;0.5;1;1;1;3;10;1;1;2199;9;32;41;25683;270;260;25953;2243;2569;27;5
1733;5;3;0.5;1;1;1;3;10;1;3;2199;15;28;43;25662;270;266;25932;2066;2569;27;5
1732;5;3;0.5;1;1;1;3;10;1;3;2199;12;32;44;25660;270;260;25930;2124;2569;27;5
1734;5;3;0.5;1;1;1;3;10;1;3;2199;14;32;46;25669;270;258;25939;2297;2569;27;5
1736;5;3;0.5;1;1;1;3;10;1;5;2199;12;33;45;25663;270;260;25933;2300;2569;27;5
1738;5;3;0.5;1;1;1;3;10;3;1;2199;13;25;38;25666;270;259;25936;1738;2569;27;5
1739;5;3;0.5;1;1;1;3;10;3;1;2199;0;40;40;25670;270;244;25940;3070;2569;27;5
1735;5;3;0.5;1;1;1;3;10;1;5;2199;14;31;45;25673;270;267;25943;2313;2569;27;5
1737;5;3;0.5;1;1;1;3;10;1;5;2199;15;29;44;25653;270;217;25923;2124;2569;27;5
1740;5;3;0.5;1;1;1;3;10;3;1;2199;6;43;49;25658;270;256;25928;3221;2569;27;5
1743;5;3;0.5;1;1;1;3;10;3;3;2199;8;21;29;25666;270;263;25936;1567;2569;27;5
1741;5;3;0.5;1;1;1;3;10;3;3;2199;12;41;53;25674;270;249;25944;3099;2569;27;5
1747;5;3;0.5;1;1;1;3;10;5;1;2199;2;24;26;25671;270;258;25941;1821;2569;27;5
1745;5;3;0.5;1;1;1;3;10;3;5;2199;4;29;33;25665;270;264;25935;2190;2569;27;5
1748;5;3;0.5;1;1;1;3;10;5;1;2199;0;33;33;25674;270;156;25944;2474;2569;27;5
1746;5;3;0.5;1;1;1;3;10;3;5;2199;15;30;45;25672;270;262;25942;2253;2569;27;5
1742;5;3;0.5;1;1;1;3;10;3;3;2199;14;42;56;25661;270;244;25931;3063;2569;27;5
1744;5;3;0.5;1;1;1;3;10;3;5;2199;11;42;53;25665;270;241;25935;3213;2569;27;5
1752;5;3;0.5;1;1;1;3;10;5;3;2199;3;27;30;25655;270;242;25925;2024;2569;27;5
1750;5;3;0.5;1;1;1;3;10;5;3;2199;0;47;47;25671;270;230;25941;3574;2569;27;5
1753;5;3;0.5;1;1;1;3;10;5;5;2199;1;24;25;25681;262;254;25943;1850;2569;27;5
1749;5;3;0.5;1;1;1;3;10;5;1;2199;8;34;42;25762;180;157;25942;2518;2578;18;5
1751;5;3;0.5;1;1;1;3;10;5;3;2199;13;39;52;25666;270;260;25936;3017;2569;27;5
1754;5;3;0.5;1;1;1;3;10;5;5;2199;4;31;35;25669;270;260;25939;2383;2569;27;5
1755;5;3;0.5;1;1;1;3;10;5;5;2199;13;35;48;25675;270;258;25945;2521;2569;27;5
1759;5;3;0.5;1;1;1;5;10;1;3;2199;12;42;54;25186;736;684;25922;2794;2521;75;5
1757;5;3;0.5;1;1;1;5;10;1;1;2199;30;35;65;25192;750;736;25942;2425;2521;75;5
1756;5;3;0.5;1;1;1;5;10;1;1;2199;27;32;59;25189;750;737;25939;2152;2521;75;5
1762;5;3;0.5;1;1;1;5;10;1;5;2199;6;44;50;25184;747;681;25931;3157;2521;75;5
1758;5;3;0.5;1;1;1;5;10;1;1;2199;23;43;66;25187;750;719;25937;2971;2521;75;5
1760;5;3;0.5;1;1;1;5;10;1;3;2199;6;55;61;25176;750;730;25926;3840;2521;75;5
1761;5;3;0.5;1;1;1;5;10;1;3;2199;34;36;70;25205;750;715;25955;2593;2521;75;5
1765;5;3;0.5;1;1;1;5;10;3;1;2199;34;24;58;25191;750;736;25941;1743;2521;75;5
1763;5;3;0.5;1;1;1;5;10;1;5;2199;28;36;64;25192;750;703;25942;2483;2521;75;5
1764;5;3;0.5;1;1;1;5;10;1;5;2199;30;35;65;25190;750;743;25940;2559;2521;75;5
1766;5;3;0.5;1;1;1;5;10;3;1;2199;24;39;63;25192;750;733;25942;2682;2521;75;5
1767;5;3;0.5;1;1;1;5;10;3;1;2199;34;37;71;25185;750;738;25935;2692;2521;75;5
1768;5;3;0.5;1;1;1;5;10;3;3;2199;2;50;52;25188;531;423;25719;3536;2521;75;5
1770;5;3;0.5;1;1;1;5;10;3;3;2199;12;48;60;25183;750;730;25933;3275;2521;75;5
1772;5;3;0.5;1;1;1;5;10;3;5;2199;22;45;67;25197;735;720;25932;3350;2521;75;5
1774;5;3;0.5;1;1;1;5;10;5;1;2199;19;42;61;25201;750;701;25951;3040;2521;75;5
1769;5;3;0.5;1;1;1;5;10;3;3;2199;28;43;71;25186;750;718;25936;3218;2521;75;5
1773;5;3;0.5;1;1;1;5;10;3;5;2199;22;41;63;25194;750;701;25944;2994;2521;75;5
1771;5;3;0.5;1;1;1;5;10;3;5;2199;37;27;64;25202;750;733;25952;1883;2521;75;5
1777;5;3;0.5;1;1;1;5;10;5;3;2199;24;17;41;25187;750;711;25937;1213;2521;75;5
1778;5;3;0.5;1;1;1;5;10;5;3;2199;15;32;47;25196;723;675;25919;2288;2521;75;5
1776;5;3;0.5;1;1;1;5;10;5;1;2199;21;39;60;25181;750;707;25931;2733;2521;75;5
1775;5;3;0.5;1;1;1;5;10;5;1;2199;43;20;63;25185;750;740;25935;1440;2521;75;5
1784;5;3;0.5;3;1;1;1;10;1;1;2199;0;1;1;25510;30;19;25540;72;2553;3;45
1783;5;3;0.5;3;1;1;1;10;1;1;2199;0;8;8;25519;30;29;25549;586;2553;3;45
1779;5;3;0.5;1;1;1;5;10;5;3;2199;30;30;60;25184;750;734;25934;2218;2521;75;5
1785;5;3;0.5;3;1;1;1;10;1;1;2199;0;2;2;25515;30;27;25545;143;2553;3;45
1786;5;3;0.5;3;1;1;1;10;1;3;2199;0;6;6;25501;30;28;25531;444;2553;3;45
1787;5;3;0.5;3;1;1;1;10;1;3;2199;0;8;8;25500;30;28;25530;526;2553;3;45
1780;5;3;0.5;1;1;1;5;10;5;5;2199;16;47;63;25190;727;686;25917;3571;2521;75;5
1788;5;3;0.5;3;1;1;1;10;1;3;2199;0;3;3;25505;30;29;25535;209;2553;3;45
1789;5;3;0.5;3;1;1;1;10;1;5;2199;0;5;5;25503;30;27;25533;351;2553;3;45
1790;5;3;0.5;3;1;1;1;10;1;5;2199;0;7;7;25513;30;20;25543;494;2553;3;45
1782;5;3;0.5;1;1;1;5;10;5;5;2199;5;49;54;25190;750;674;25940;3647;2521;75;5
1791;5;3;0.5;3;1;1;1;10;1;5;2199;0;4;4;25517;30;29;25547;276;2553;3;45
1792;5;3;0.5;3;1;1;1;10;3;1;2199;0;3;3;25523;20;20;25543;224;2554;2;45
1794;5;3;0.5;3;1;1;1;10;3;1;2199;0;1;1;25510;30;30;25540;78;2553;3;45
1793;5;3;0.5;3;1;1;1;10;3;1;2199;0;7;7;25510;30;30;25540;493;2553;3;45
1781;5;3;0.5;1;1;1;5;10;5;5;2199;21;31;52;25184;740;604;25924;2254;2521;75;5
1795;5;3;0.5;3;1;1;1;10;3;3;2199;0;6;6;25517;30;28;25547;391;2553;3;45
1797;5;3;0.5;3;1;1;1;10;3;3;2199;0;2;2;25512;30;30;25542;139;2553;3;45
1796;5;3;0.5;3;1;1;1;10;3;3;2199;0;7;7;25517;21;21;25538;528;2553;3;45
1800;5;3;0.5;3;1;1;1;10;3;5;2199;0;4;4;25516;30;23;25546;297;2553;3;45
